# FIELDS: tokenid	parserid	token	lemma	pos	entity	head	deprel
1	1	Signor	signore	S	O	8	vocative
3203	39	paese	paese	S	O	25	nmod
3204	40	.	[PUNCT]	FS	O	1	punct

3205	1	Di	di	E	O	2	case
3206	2	conseguenza	conseguenza	S	O	6	nmod
3207	3	non	non	BN	O	6	neg
3208	4	voglio	volere	VM	O	6	aux
3209	5	essere	essere	VA	O	6	auxpass
3210	6	governato	governare	V	O	0	root
3211	7	da	da	E	O	9	case
3212	8	un	un	RI	O	9	det
3213	9	partito	partito	S	O	6	nmod
3214	10	che	che	PR	O	11	nsubj
3215	11	tiene	tenere	V	O	9	acl:relcl
3216	12	comportamenti	comportamento	S	O	11	dobj
3217	13	e	e	CC	O	6	cc
3218	14	fa	fare	V	O	6	conj
3219	15	affermazioni	affermazione	S	O	14	dobj
3220	16	di	di	E	O	17	case
3221	17	natura	natura	S	O	15	nmod
3222	18	razzista	razzista	A	O	17	amod
3223	19	e	e	CC	O	18	cc
3224	20	xenofoba	xenofobo	A	O	18	conj
3225	21	,	[PUNCT]	FF	O	14	punct
3226	22	di	di	E	O	23	case
3227	23	fronte	fronte	S	O	14	nmod
3228	24	ai	al	E+RD	O	25	case
3229	25	quali	quali	PR	O	27	nmod
3230	26	è	essere	V	O	27	cop
3231	27	legittimo	legittimo	A	O	23	acl:relcl
3232	28	nutrire	nutrire	V	O	27	csubj
3233	29	una	una	RI	O	31	det
3234	30	certa	certo	A	O	31	amod
3235	31	preoccupazione	preoccupazione	S	O	28	dobj
3236	32	.	[PUNCT]	FS	O	6	punct

3237	1	Gli	il	RD	O	2	det
3238	2	austriaci	austriaco	S	O	3	nsubj
3239	3	hanno	avere	V	O	0	root
3240	4	il	il	RD	O	5	det
3241	5	diritto	diritto	S	O	3	dobj
3242	6	di	di	E	O	7	mark
3243	7	avere	avere	V	O	5	acl
3244	8	il	il	RD	O	9	det
3245	9	governo	governo	S	O	7	dobj
3246	10	che	che	PR	O	11	nsubj
3247	11	vogliono	volere	V	O	9	acl:relcl
3248	12	,	[PUNCT]	FF	O	3	punct
3249	13	ma	ma	CC	O	3	cc
3250	14	noi	noi	PE	O	15	nsubj
3251	15	abbiamo	avere	V	O	3	conj
3252	16	il	il	RD	O	17	det
3253	17	diritto	diritto	S	O	15	dobj
3254	18	di	di	E	O	19	mark
3255	19	avere	avere	V	O	17	acl
3256	20	la	la	RD	O	22	det
3257	21	nostra	nostro	AP	O	22	det:poss
3258	22	opinione	opinione	S	O	19	dobj
3259	23	sul	sul	E+RD	O	24	case
3260	24	governo	governo	S	O	22	nmod
3261	25	austriaco	austriaco	A	O	24	amod
3262	26	.	[PUNCT]	FS	O	3	punct

3263	1	Signor	signore	S	O	7	vocative
3264	2	Presidente	presidente	S	O	1	compound
3265	3	del	del	E+RD	O	4	case
3266	4	Consiglio	consiglio	S	ORG	1	nmod
3267	5	,	[PUNCT]	FF	O	1	punct
3268	6	avete	avere	VA	O	7	aux
3269	7	affermato	affermare	V	O	0	root
3270	8	che	che	CS	O	13	mark
3271	9	nel	nel	E+RD	O	10	case
3272	10	governo	governo	S	O	13	nmod
3273	11	austriaco	austriaco	A	O	10	amod
3274	12	c'	c'	PC	O	13	expl
3275	13	è	essere	V	O	7	ccomp
3276	14	un	un	RI	O	15	det
3277	15	partito	partito	S	O	13	nsubj
3278	16	che	che	PR	O	18	nsubj
3279	17	ha	avere	VA	O	18	aux
3280	18	espresso	esprimere	V	O	15	acl:relcl
3281	19	pubblicamente	pubblicamente	B	O	18	advmod
3282	20	opinioni	opinione	S	O	18	dobj
3283	21	di	di	E	O	22	case
3284	22	stampo	stampo	S	O	20	nmod
3285	23	razzista	razzista	A	O	22	amod
3286	24	.	[PUNCT]	FS	O	7	punct

3287	1	Qui	qui	B	O	8	advmod
3288	2	,	[PUNCT]	FF	O	1	punct
3289	3	nel	nel	E+RD	O	4	case
3290	4	Parlamento	Parlamento	SP	O	8	nmod
3291	5	europeo	europeo	A	O	4	amod
3292	6	sono	essere	V	O	8	cop
3293	7	le	la	RD	O	8	det
3294	8	persone	persona	S	O	0	root
3295	9	a	a	E	O	10	mark
3296	10	parlare	parlare	V	O	8	acl
3297	11	,	[PUNCT]	FF	O	10	punct
3298	12	non	non	BN	O	14	neg
3299	13	i	il	RD	O	14	det
3300	14	partiti	parto	S	O	10	conj
3301	15	.	[PUNCT]	FS	O	8	punct

3302	1	Nella	nella	E+RD	O	3	case
3303	2	sua	suo	AP	O	3	det:poss
3304	3	risposta	risposta	S	O	10	nmod
3305	4	all'	all'	E+RD	O	5	case
3306	5	interrogazione	interrogazione	S	O	3	nmod
3307	6	dell'	dell'	E+RD	O	7	case
3308	7	onorevole	onorevole	S	O	5	nmod
3309	8	Dupuis	Dupuis	SP	PER	7	nmod
3310	9	ha	avere	VA	O	10	aux
3311	10	ricordato	ricordare	V	O	0	root
3312	11	che	che	CS	O	25	mark
3313	12	le	la	RD	O	13	det
3314	13	sanzioni	sanzione	S	O	25	nsubj
3315	14	approvate	approvare	V	O	13	acl
3316	15	da	da	E	O	17	case
3317	16	quattordici	quattordici	N	O	17	nummod
3318	17	paesi	paese	S	O	14	nmod
3319	18	membri	membro	S	O	17	compound
3320	19	e	e	CC	O	17	cc
3321	20	dai	dal	E+RD	O	22	case
3322	21	rispettivi	rispettivo	A	O	22	amod
3323	22	Capi	capo	S	O	17	conj
3324	23	di	di	E	O	24	case
3325	24	governo	governo	S	O	22	nmod
3326	25	sono	essere	V	O	10	ccomp
3327	26	di	di	E	O	27	case
3328	27	natura	natura	S	O	25	nmod
3329	28	bilaterale	bilaterale	A	O	27	amod
3330	29	.	[PUNCT]	FS	O	10	punct

3331	1	A	a	E	O	3	case
3332	2	questo	questo	DD	O	3	det
3333	3	punto	punto	S	O	9	nmod
3334	4	,	[PUNCT]	FF	O	3	punct
3335	5	può	potere	VM	O	9	aux
3336	6	un	un	RI	O	7	det
3337	7	paese	paese	S	O	9	nsubj
3338	8	membro	membro	S	O	7	compound
3339	9	decidere	decidere	V	O	0	root
3340	10	di	di	E	O	11	mark
3341	11	rinunciare	rinunciare	V	O	9	xcomp
3342	12	all'	all'	E+RD	O	13	case
3343	13	applicazione	applicazione	S	O	11	nmod
3344	14	di	di	E	O	16	case
3345	15	queste	questo	DD	O	16	det
3346	16	sanzioni	sanzione	S	O	13	nmod
3347	17	bilaterali	bilaterale	A	O	16	amod
3348	18	e	e	CC	O	11	cc
3349	19	tornare	tornare	V	O	11	conj
3350	20	a	a	E	O	21	case
3351	21	rapporti	rapporto	S	O	19	nmod
3352	22	normali	normale	A	O	21	amod
3353	23	?	[PUNCT]	FS	O	9	punct

3354	1	Se	se	CS	O	4	mark
3355	2	ciò	ciò	PD	O	4	nsubj
3356	3	fosse	essere	V	O	4	cop
3357	4	possibile	possibile	A	O	0	root
3358	5	,	[PUNCT]	FF	O	4	punct
3359	6	quando	quando	CS	O	7	mark
3360	7	intende	intendere	V	O	4	advcl
3361	8	il	il	RD	O	9	det
3362	9	Consiglio	consiglio	S	ORG	7	dobj
3363	10	liberare	liberare	V	O	9	acl
3364	11	i	il	RD	O	12	det
3365	12	cittadini	cittadino	S	O	10	dobj
3366	13	austriaci	austriaco	A	O	12	amod
3367	14	da	da	E	O	16	case
3368	15	questa	questo	DD	O	16	det
3369	16	situazione	situazione	S	O	10	nmod
3370	17	che	che	PR	O	18	nsubj
3371	18	offende	offendere	V	O	16	acl:relcl
3372	19	i	il	RD	O	21	det
3373	20	loro	loro	AP	O	21	det:poss
3374	21	diritti	diritto	S	O	18	dobj
3375	22	democratici	democratico	A	O	21	amod
3376	23	?	[PUNCT]	FS	O	4	punct

3377	1	Pensa	pensare	V	O	0	root
3378	2	che	che	CS	O	1	advmod
3379	3	per	per	E	O	4	mark
3380	4	far	fare	V	O	2	advcl
3381	5	tornare	tornare	V	O	4	ccomp
3382	6	la	la	RD	O	7	det
3383	7	ragione	ragione	S	O	5	dobj
3384	8	al	al	E+RD	O	9	case
3385	9	Consiglio	consiglio	S	ORG	5	nmod
3386	10	e	e	CC	O	4	cc
3387	11	fargli	fare	S	O	12	nsubj
3388	12	decidere	decidere	V	O	21	nsubj
3389	13	di	di	E	O	14	mark
3390	14	abrogare	abrogare	V	O	21	advcl
3391	15	questa	questo	DD	O	16	det
3392	16	decisione	decisione	S	O	14	dobj
3393	17	ogni	ogni	DI	O	18	det
3394	18	paese	paese	S	O	14	dobj
3395	19	membro	membro	S	O	18	compound
3396	20	debba	dovere	VM	O	21	aux
3397	21	decidere	decidere	V	O	4	conj
3398	22	unilateralmente	unilateralmente	B	O	21	advmod
3399	23	di	di	E	O	24	mark
3400	24	rinunciare	rinunciare	V	O	21	xcomp
3401	25	alle	alla	E+RD	O	26	case
3402	26	sanzioni	sanzione	S	O	24	nmod
3403	27	?	[PUNCT]	FS	O	1	punct

3404	1	Probabilmente	probabilmente	B	O	4	advmod
3405	2	non	non	BN	O	4	neg
3406	3	ha	avere	VA	O	4	aux
3407	4	udito	udire	V	O	0	root
3408	5	bene	bene	B	O	4	advmod
3409	6	ciò	ciò	PD	O	4	nsubj
3410	7	che	che	PR	O	9	dobj
3411	8	ho	avere	VA	O	9	aux
3412	9	detto	dire	V	O	6	acl:relcl
3413	10	oppure	oppure	CC	O	9	cc
3414	11	c'	c'	PC	O	13	expl
3415	12	è	essere	VA	O	13	aux
3416	13	stato	essere	V	O	9	conj
3417	14	un	un	RI	O	15	det
3418	15	errore	errore	S	O	9	nsubj
3419	16	di	di	E	O	17	case
3420	17	interpretazione	interpretazione	S	O	15	nmod
3421	18	.	[PUNCT]	FS	O	4	punct

3422	1	Non	non	BN	O	4	neg
3423	2	ho	avere	VA	O	4	aux
3424	3	mai	mai	B	O	4	advmod
3425	4	asserito	asserire	V	O	0	root
3426	5	che	che	CS	O	11	mark
3427	6	il	il	RD	O	7	det
3428	7	governo	governo	S	O	11	nsubj
3429	8	austriaco	austriaco	A	O	7	amod
3430	9	è	essere	V	O	11	cop
3431	10	un	un	RI	O	11	det
3432	11	governo	governo	S	O	4	ccomp
3433	12	fascista	fascista	A	O	11	amod
3434	13	,	[PUNCT]	FF	O	11	punct
3435	14	sia	sia	CC	O	16	cop
3436	15	ben	ben	B	O	16	advmod
3437	16	chiaro	chiaro	A	O	11	advcl
3438	17	.	[PUNCT]	FS	O	4	punct

3439	1	Ci	ci	PC	O	2	expl
3440	2	sono	essere	V	O	0	root
3441	3	persone	persona	S	O	2	nsubj
3442	4	nel	nel	E+RD	O	5	case
3443	5	governo	governo	S	O	2	nmod
3444	6	austriaco	austriaco	A	O	5	amod
3445	7	,	[PUNCT]	FF	O	5	punct
3446	8	con	con	E	O	10	case
3447	9	le	la	RD	O	10	det
3448	10	quali	quali	PR	O	12	nmod
3449	11	ho	avere	VA	O	12	aux
3450	12	lavorato	lavorare	V	O	5	acl:relcl
3451	13	in	in	E	O	14	case
3452	14	passato	passato	S	O	12	nmod
3453	15	e	e	CC	O	14	cc
3454	16	con	con	E	O	17	case
3455	17	cui	cui	PR	O	18	nmod
3456	18	spero	sperare	V	O	14	conj
3457	19	di	di	E	O	20	mark
3458	20	continuare	continuare	V	O	18	xcomp
3459	21	a	a	E	O	22	mark
3460	22	lavorare	lavorare	V	O	20	xcomp
3461	23	in	in	E	O	24	case
3462	24	futuro	futuro	S	O	22	nmod
3463	25	,	[PUNCT]	FF	O	18	punct
3464	26	che	che	PR	O	29	nsubj
3465	27	sono	essere	VA	O	29	cop
3466	28	ben	ben	B	O	29	advmod
3467	29	lontane	lontano	A	O	18	acl:relcl
3468	30	dal	dal	E+RD	O	31	case
3469	31	nutrire	nutrire	V	O	29	nmod
3470	32	simpatia	simpatia	S	O	31	dobj
3471	33	per	per	E	O	34	case
3472	34	ideologie	ideologia	S	O	31	nmod
3473	35	razziste	razzista	A	O	34	amod
3474	36	.	[PUNCT]	FS	O	2	punct

3475	1	Quello	quello	PD	O	0	root
3476	2	che	che	PR	O	1	nmod
3477	3	affermo	affermare	VA	O	2	acl:relcl
3478	4	apertamente	apertamente	B	O	5	advmod
3479	5	è	essere	V	O	3	advcl
3480	6	che	che	CS	O	9	mark
3481	7	questo	questo	DD	O	8	det
3482	8	governo	governo	S	O	9	nsubj
3483	9	ha	avere	V	O	5	ccomp
3484	10	al	al	E+RD	O	12	case
3485	11	suo	suo	AP	O	12	det:poss
3486	12	interno	interno	S	O	9	nmod
3487	13	un	un	RI	O	14	det
3488	14	partito	partito	S	O	34	nmod
3489	15	i	il	RD	O	17	det
3490	16	cui	cui	DR	O	17	det:poss
3491	17	dirigenti	dirigente	S	O	34	nsubj
3492	18	,	[PUNCT]	FF	O	17	punct
3493	19	oltre	oltre	B	O	22	mark
3494	20	ad	ad	E	O	19	mwe
3495	21	aver	avere	VA	O	22	aux
3496	22	rilasciato	rilasciare	V	O	34	advcl
3497	23	dichiarazioni	dichiarazione	S	O	22	dobj
3498	24	estremamente	estremamente	B	O	25	advmod
3499	25	gravi	grave	A	O	23	amod
3500	26	in	in	E	O	27	case
3501	27	materia	materia	S	O	23	nmod
3502	28	di	di	E	O	29	case
3503	29	razzismo	razzismo	S	O	27	nmod
3504	30	e	e	CC	O	29	cc
3505	31	xenofobia	xenofobia	S	O	29	conj
3506	32	,	[PUNCT]	FF	O	22	punct
3507	33	sono	essere	VA	O	34	aux
3508	34	giunti	giungere	V	O	9	advcl
3509	35	a	a	E	O	36	mark
3510	36	proporre	proporre	V	O	34	xcomp
3511	37	-	-	FB	O	39	punct
3512	38	sul	sul	E+RD	O	39	case
3513	39	piano	piano	S	O	36	nmod
3514	40	interno	interno	A	O	39	amod
3515	41	-	-	FF	O	39	punct
3516	42	provvedimenti	provvedimento	S	O	39	compound
3517	43	legislativi	legislativo	A	O	42	amod
3518	44	che	che	PR	O	45	nsubj
3519	45	configurano	configurare	V	O	42	acl:relcl
3520	46	chiaramente	chiaramente	B	O	45	advmod
3521	47	un'	un'	RI	O	48	det
3522	48	ideologia	ideologia	S	O	45	dobj
3523	49	razzista	razzista	A	O	48	amod
3524	50	.	[PUNCT]	FS	O	1	punct

3525	1	E	e	CC	O	6	cc
3526	2	sinora	sinora	B	O	6	advmod
3527	3	non	non	BN	O	6	neg
3528	4	si	si	PC	O	6	dobj
3529	5	è	essere	VA	O	6	aux
3530	6	avuta	avere	V	O	0	root
3531	7	da	da	E	O	8	case
3532	8	parte	parte	S	O	6	nmod
3533	9	dell'	dell'	E+RD	O	10	case
3534	10	FPO	FPO	SP	O	8	nmod
3535	11	una	una	RI	O	13	det
3536	12	chiara	chiaro	A	O	13	amod
3537	13	smentita	smentita	S	O	6	nsubj
3538	14	riguardo	riguardo	E	O	17	case
3539	15	al	al	E+RD	O	14	mwe
3540	16	suo	suo	AP	O	17	det:poss
3541	17	legame	legame	S	O	13	nmod
3542	18	con	con	E	O	20	case
3543	19	questo	questo	DD	O	20	det
3544	20	genere	genere	S	O	6	nmod
3545	21	di	di	E	O	22	case
3546	22	ideologie	ideologia	S	O	20	nmod
3547	23	.	[PUNCT]	FS	O	6	punct

3548	1	Quanto	quanto	B	O	4	case
3549	2	all'	all'	E+RD	O	1	mwe
3550	3	altra	altro	A	O	4	amod
3551	4	domanda	domanda	S	O	9	nmod
3552	5	,	[PUNCT]	FF	O	4	punct
3553	6	la	la	RD	O	7	det
3554	7	risposta	risposta	S	O	9	nsubj
3555	8	è	essere	V	O	9	cop
3556	9	affermativa	affermativo	A	O	0	root
3557	10	.	[PUNCT]	FS	O	9	punct

3558	1	Ogni	ogni	DI	O	2	det
3559	2	paese	paese	S	O	4	nsubj
3560	3	può	potere	VM	O	4	aux
3561	4	sciogliersi	sciogliere	V+PC	O	0	root
3562	5	dall'	dall'	E+RD	O	6	case
3563	6	impegno	impegno	S	O	4	nmod
3564	7	preso	prendere	V	O	6	acl
3565	8	nell'	nell'	E+RD	O	9	case
3566	9	ambito	ambito	S	O	7	nmod
3567	10	dei	del	E+RD	O	11	case
3568	11	Quattordici	quattordici	S	O	9	nmod
3569	12	.	[PUNCT]	FS	O	4	punct

3570	1	Si	si	PC	O	2	expl
3571	2	tratta	trarre	V	O	0	root
3572	3	di	di	E	O	5	case
3573	4	quattordici	quattordici	N	O	5	nummod
3574	5	paesi	paese	S	O	2	nmod
3575	6	liberi	libero	A	O	5	amod
3576	7	,	[PUNCT]	FF	O	2	punct
3577	8	i	il	RD	O	9	det
3578	9	quali	quali	PR	O	12	nsubj
3579	10	liberamente	liberamente	B	O	12	advmod
3580	11	hanno	avere	VA	O	12	aux
3581	12	deciso	decidere	V	O	2	acl:relcl
3582	13	di	di	E	O	14	mark
3583	14	manifestare	manifestare	V	O	12	xcomp
3584	15	all'	all'	E+RD	O	16	case
3585	16	Austria	Austria	SP	LOC	14	nmod
3586	17	,	[PUNCT]	FF	O	14	punct
3587	18	a	a	E	O	19	case
3588	19	livello	livello	S	O	14	nmod
3589	20	bilaterale	bilaterale	A	O	19	amod
3590	21	,	[PUNCT]	FF	O	14	punct
3591	22	il	il	RD	O	24	det
3592	23	loro	loro	AP	O	24	det:poss
3593	24	dissenso	dissenso	S	O	14	dobj
3594	25	riguardo	riguardo	E	O	27	case
3595	26	alla	alla	E+RD	O	25	mwe
3596	27	formula	formula	S	O	24	nmod
3597	28	di	di	E	O	29	case
3598	29	governo	governo	S	O	27	nmod
3599	30	scelta	scelta	S	O	29	compound
3600	31	,	[PUNCT]	FF	O	14	punct
3601	32	ma	ma	CC	O	14	cc
3602	33	ognuno	ognuno	PI	O	38	nsubj
3603	34	di	di	E	O	36	case
3604	35	questi	questo	DD	O	36	det
3605	36	paesi	paese	S	O	33	nmod
3606	37	può	potere	VM	O	38	aux
3607	38	dissociarsi	dissociare	V+PC	O	14	conj
3608	39	in	in	E	O	41	case
3609	40	qualsiasi	qualsiasi	DI	O	41	det
3610	41	momento	momento	S	O	38	nmod
3611	42	da	da	E	O	44	case
3612	43	tale	tale	DD	O	44	det
3613	44	iniziativa	iniziativa	S	O	38	nmod
3614	45	congiunta	congiunto	A	O	44	amod
3615	46	.	[PUNCT]	FS	O	2	punct

3616	1	La	la	RD	O	3	det
3617	2	stessa	stesso	A	O	3	amod
3618	3	volontà	volontà	S	O	17	nsubj
3619	4	,	[PUNCT]	FF	O	3	punct
3620	5	che	che	PR	O	8	nsubj
3621	6	li	li	PC	O	8	dobj
3622	7	ha	avere	VA	O	8	aux
3623	8	portati	portare	V	O	3	acl:relcl
3624	9	ad	ad	E	O	10	mark
3625	10	unirsi	unire	V+PC	O	8	xcomp
3626	11	su	su	E	O	13	case
3627	12	tale	tale	DD	O	13	det
3628	13	decisione	decisione	S	O	10	nmod
3629	14	,	[PUNCT]	FF	O	3	punct
3630	15	domani	domani	B	O	17	advmod
3631	16	potrà	potere	VM	O	17	aux
3632	17	portarli	portare	V+PC	O	0	root
3633	18	a	a	E	O	19	mark
3634	19	separarsi	separare	V+PC	O	17	xcomp
3635	20	,	[PUNCT]	FF	O	19	punct
3636	21	per	per	E	O	22	case
3637	22	esempio	esempio	S	O	19	nmod
3638	23	quando	quando	CS	O	25	mark
3639	24	vi	vi	PC	O	25	expl
3640	25	siano	essere	V	O	19	advcl
3641	26	interpretazioni	interpretazione	S	O	25	nsubj
3642	27	differenti	differente	A	O	26	amod
3643	28	sull'	sull'	E+RD	O	29	case
3644	29	evolversi	evolvere	V+PC	O	25	nmod
3645	30	della	della	E+RD	O	31	case
3646	31	situazione	situazione	S	O	29	nmod
3647	32	austriaca	austriaco	A	O	31	amod
3648	33	.	[PUNCT]	FS	O	17	punct

3649	1	Lei	lei	PE	O	3	nsubj
3650	2	mi	mi	PC	O	3	iobj
3651	3	domanda	domandare	V	O	0	root
3652	4	inoltre	inoltre	B	O	3	advmod
3653	5	quando	quando	CS	O	8	mark
3654	6	il	il	RD	O	7	det
3655	7	Consiglio	consiglio	S	ORG	8	nsubj
3656	8	permetterà	permettere	V	O	3	advcl
3657	9	al	al	E+RD	O	10	case
3658	10	popolo	popolo	S	O	8	nmod
3659	11	austriaco	austriaco	A	O	10	amod
3660	12	di	di	E	O	13	mark
3661	13	sottrarsi	sottrarre	V+PC	O	8	xcomp
3662	14	a	a	E	O	16	case
3663	15	tale	tale	DD	O	16	det
3664	16	pressione	pressione	S	O	13	nmod
3665	17	.	[PUNCT]	FS	O	3	punct

3666	1	Non	non	BN	O	4	neg
3667	2	si	si	PC	O	4	expl:impers
3668	3	può	potere	VM	O	4	aux
3669	4	pretendere	pretendere	V	O	0	root
3670	5	,	[PUNCT]	FF	O	4	punct
3671	6	tuttavia	tuttavia	B	O	4	advmod
3672	7	,	[PUNCT]	FF	O	4	punct
3673	8	che	che	CS	O	18	mark
3674	9	tutti	tutto	T	O	11	det:predet
3675	10	i	il	RD	O	11	det
3676	11	membri	membro	S	O	18	nsubj
3677	12	dei	del	E+RD	O	13	case
3678	13	governi	governo	S	O	11	nmod
3679	14	dell'	dell'	E+RD	O	15	case
3680	15	Unione	Unione	SP	LOC	13	nmod
3681	16	europea	europea	SP	LOC	15	name
3682	17	siano	essere	V	O	18	cop
3683	18	contenti	contento	A	O	4	ccomp
3684	19	di	di	E	O	20	case
3685	20	sedere	sedere	S	O	18	nmod
3686	21	accanto	accanto	B	O	23	case
3687	22	a	a	E	O	21	mwe
3688	23	figure	figura	S	O	18	nmod
3689	24	che	che	CS	O	26	mark
3690	25	essi	essi	PE	O	26	nsubj
3691	26	considerano	considerare	V	O	23	advcl
3692	27	seguaci	seguace	S	O	26	xcomp
3693	28	di	di	E	O	29	case
3694	29	ideologie	ideologia	S	O	27	nmod
3695	30	in	in	E	O	31	case
3696	31	grado	grado	S	O	27	nmod
3697	32	di	di	E	O	33	mark
3698	33	richiamare	richiamare	V	O	31	acl
3699	34	alla	alla	E+RD	O	35	case
3700	35	memoria	memoria	S	O	33	nmod
3701	36	vicende	vicenda	S	O	35	compound
3702	37	storiche	storico	A	O	36	amod
3703	38	del	del	E+RD	O	39	case
3704	39	passato	passato	S	O	36	nmod
3705	40	e	e	CC	O	39	cc
3706	41	di	di	E	O	42	mark
3707	42	risvegliare	risvegliare	V	O	39	conj
3708	43	i	il	RD	O	44	det
3709	44	fantasmi	fantasma	S	O	42	dobj
3710	45	della	della	E+RD	O	47	case
3711	46	vecchia	vecchio	A	O	47	amod
3712	47	Europa	Europa	SP	LOC	44	nmod
3713	48	.	[PUNCT]	FS	O	4	punct

3714	1	Ciò	ciò	PD	O	2	nsubj
3715	2	riguarda	riguardare	V	O	0	root
3716	3	il	il	RD	O	4	det
3717	4	modo	modo	S	O	2	dobj
3718	5	di	di	E	O	6	mark
3719	6	sentire	sentire	V	O	4	acl
3720	7	di	di	E	O	8	case
3721	8	ognuno	ognuno	PI	O	6	nmod
3722	9	.	[PUNCT]	FS	O	2	punct

3723	1	Da	da	E	O	2	case
3724	2	parte	parte	S	O	6	nmod
3725	3	mia	mio	AP	O	2	det:poss
3726	4	,	[PUNCT]	FF	O	2	punct
3727	5	non	non	BN	O	6	neg
3728	6	desidero	desiderare	V	O	0	root
3729	7	sedermi	sedere	PE	O	6	nsubj
3730	8	accanto	accanto	B	O	10	case
3731	9	a	a	E	O	8	mwe
3732	10	fascisti	fascista	S	O	6	nmod
3733	11	.	[PUNCT]	FS	O	6	punct

